CRS SUBJ CD,CRS NBR,A,B,C,D,F,W,Primary Instructor
LER,522,34,2,0,0,0,0,"Leroy, Michael H"
LER,542,20,5,0,0,0,0,"Avgar, Ariel C"
LER,542,16,9,0,0,0,0,"Avgar, Ariel C"
LER,545,22,2,1,0,0,0,"Kim, Ki-Jung"
LER,545,19,3,0,0,0,0,"Sun, Yuanyuan"
LER,590,24,6,0,1,0,0,"Neuman, Eric J"
MACS,356,15,3,1,3,3,0,"Aguayo, Angela J"
MATH,220,6,8,5,3,4,1,"Neidinger, Dana M"
MATH,231,8,2,6,6,3,0,"Murley, Cassie L"
MATH,241,38,10,4,4,2,0,"Ahmed, Iftikhar"
MATH,241,10,8,2,3,1,0,"Carpenter, Bruce"
MATH,257,21,11,3,2,0,0,"McCarthy, Randy"
MATH,285,9,6,6,1,2,1,"Carpenter, Bruce"
MATH,415,17,16,10,3,3,0,"Carpenter, Bruce"
MATH,441,13,5,3,1,0,0,"McCarthy, Randy"
MATH,461,10,6,3,0,2,0,"Carpenter, Bruce"
MBA,542,745,37,3,1,2,2,"Hartman, Kevin E"
MBA,546,457,36,2,0,1,1,"Viswanathan, Madhubalan"
MBA,552,972,243,22,3,3,1,"Loewenstein, Jeffrey"
MBA,562,868,7,7,1,4,3,"Hartman, Kevin E"
MBA,562,21,0,0,0,1,0,"Hartman, Kevin E"
MBA,563,635,42,7,1,10,4,"Guymon, Ronald N"
MBA,565,180,90,12,0,1,1,"Laney, Douglas B"
MCB,150,11,9,10,6,1,3,"Mehrtens, Bradley G"
MCB,244,13,16,11,2,3,0,"Brown, Chester M"
MCB,245,5,7,5,4,2,0,"Joesting, Jennifer J"
MCB,252,16,12,7,5,2,0,"Rivier, David H"
MCB,317,16,13,5,1,1,0,"Rivier, David H"
MCB,450,25,17,12,2,1,0,"Alt, Renee L"
MUS,130,28,8,3,1,3,1,"Magee, Gayle S"
MUS,130,24,3,4,3,3,0,"Magee, Gayle S"
MUS,132,87,15,6,1,0,1,"Eagen, Megan K"
MUS,132,65,10,9,2,3,1,"Eagen, Megan K"
MUS,133,41,2,1,0,0,2,"Silvers, Michael B"
MUS,133,43,8,1,0,0,0,"Tsekouras, Ioannis"
NPRE,402,18,6,2,0,0,0,"Ragheb, Magdi"
NRES,472,27,1,1,0,1,0,"Browning, Matthew"
PHYS,101,23,20,9,5,0,2,"Shoaf, Curtis M"
PHYS,102,21,13,10,7,1,0,"Carrubba, James G"
PHYS,211,19,7,10,4,2,0,"Rosenblatt, Rebecca J"
PHYS,212,29,11,8,11,2,2,"Chamberlain, Robert T"
PHYS,213,31,25,7,6,1,1,"Makins, Naomi C"
PHYS,214,26,16,9,0,1,1,"Makins, Naomi C"
PS,201,10,9,3,2,8,0,"Steur, James R"
PS,385,15,3,2,2,2,0,"Jung, Seyoung"
PSYC,100,20,14,12,2,7,0,"Shenouda, Christine K"
PSYC,100,11,17,8,3,6,1,"Shenouda, Christine K"
PSYC,204,16,9,2,0,1,0,"Dolcos, Sanda M"
PSYC,313,10,10,13,6,2,0,"Gulley, Joshua M"
PSYC,336,24,15,3,0,1,0,"Cohen, Joseph R"
PSYC,363,10,10,3,1,8,1,"Shenouda, Christine K"
REHB,330,9,9,7,1,1,0,"Rice, Laura A"
REL,110,36,9,2,2,2,1,"Ebel, Jonathan H"
RST,100,15,5,0,2,0,0,"Pazmino, Jazmin"
RST,118,32,7,2,0,0,0,"Santos, Carla A"
RST,130,15,9,9,2,1,1,"Chen, Guangzhou"
RST,242,22,8,4,0,1,0,"Farr, Jeffrey R"
RST,593,20,2,1,0,0,0,"Raycraft, Michael"
SBC,507,47,12,3,2,0,0,"Nelson, Michelle R"
SBC,509,57,6,2,0,1,0,"Yao, Mike Z"
SHS,121,21,6,2,2,2,0,"Colon, Carlos"
SHS,577,27,3,0,0,0,0,"Mendes, Clarion C"
SOC,100,39,11,1,4,1,1,"Steward, Daniel J"
SOC,101,14,6,2,1,4,0,"Moussawi, Ghassan"
SOC,161,8,7,6,1,3,0,"Dill, Brian"
SOC,310,27,1,2,0,0,0,"Atiles Osoria, Jose M"
SOCW,400,23,1,0,0,0,0,"Harden, Kimberly L"
SOCW,410,23,1,0,0,0,0,"Sinha, Gaurav R"
SOCW,410,25,1,0,0,0,0,"Sinha, Gaurav R"
SOCW,416,26,3,1,0,0,0,"Lindsey, Brenda C"
SOCW,436,18,2,1,0,0,0,"Akhtar, Whitney M"
SOCW,451,24,2,0,0,0,0,"Houston, Elisabeth A"
SOCW,451,27,0,0,0,1,0,"Kingery, Linda S"
SOCW,451,29,1,0,0,0,0,"Kingery, Linda S"
SOCW,505,22,4,0,0,0,0,"Cintron, Valerie"
SOCW,505,22,3,0,0,0,0,"Cintron, Valerie"
SOCW,505,23,1,0,0,2,0,"Harden, Kimberly L"
SOCW,526,26,1,0,0,0,0,"Mauck, Carol W"
SOCW,561,27,1,1,0,0,0,"Dunlap Johnson, Kenna E"
SPAN,101,7,4,3,3,4,0,"Saez Fajardo, Sara"
SPAN,130,10,7,2,2,0,0,"Nuila, Ennio A"
SPAN,141,4,7,6,2,3,0,"Gastanaga, Kacie L"
SPAN,142,11,9,2,0,1,1,"VanDyne, Katie N"
SPAN,228,15,2,1,1,2,0,"Beristain Muril, Ander"
SPAN,307,10,6,3,1,2,0,"Bandin, Yvette A"
SPED,517,20,2,0,0,0,0,"Bentz, Johnell L"
STAT,100,26,9,2,2,3,2,"Cardenas-Torres, Eduardo"
STAT,100,22,9,9,3,1,1,"Williams, Theren"
STAT,200,40,14,3,1,2,1,"Fireman, Ellen S"
STAT,400,39,21,14,3,7,2,"Nguyen, Ha Khanh"
STAT,410,26,18,5,3,4,2,"Stepanov, Alexey G"
STAT,420,210,14,1,0,2,4,"Unger, David"
STAT,420,14,5,2,0,1,0,"Unger, David"
STAT,425,34,4,2,0,5,0,"Bravo De Guenni, Lelys"
TAM,212,9,9,5,0,0,0,"Zhang, Xian"
TAM,251,12,11,8,6,4,0,"Johnson, Blake E"
TAM,335,7,7,4,4,1,0,"Das, Partha Kumar"
THEA,101,22,0,1,1,1,0,"Carlson, Vincent J"
