CRS SUBJ CD,CRS NBR,A,B,C,D,F,W,Primary Instructor
AAS,100,17,6,0,0,0,0,"Peralta, Christine N"
AAS,100,25,3,1,1,0,0,"Peralta, Christine N"
AAS,100,18,4,2,2,1,1,"Thomas, Merin A"
AAS,100,23,9,1,0,1,0,"Thomas, Merin A"
AAS,100,28,4,1,0,0,0,"Lee, Sang S"
AAS,100,14,16,0,0,0,0,"Lee, Amy J"
AAS,258,21,1,0,0,0,0,"Rana, Junaid"
AAS,365,11,10,7,1,0,0,"Arai, Sayuri"
ABE,141,22,12,4,0,1,0,"Bhalerao, Kaustubh"
ABE,225,20,32,3,0,0,1,"Zhang, Yuanhui"
ABE,226,31,22,3,0,0,1,"Singh, Vijay"
ABE,425,37,10,1,0,0,0,"Grift, Tony E"
ABE,436,19,21,3,1,1,0,"Wang, Xinlei"
ABE,469,35,8,0,0,0,0,"Zahos, Stephen C"
ACCY,200,45,45,20,5,0,0,"Silhan, Peter A"
ACCY,200,26,6,0,0,0,0,"Li, Wei"
ACCY,201,16,15,4,0,4,1,"Schwarzhaupt, Michael C"
ACCY,201,25,12,4,0,6,0,"Schwarzhaupt, Michael C"
ACCY,201,15,13,9,0,9,2,"Nagle, Amy E"
ACCY,201,30,14,3,0,0,2,"Nagle, Amy E"
ACCY,201,24,8,4,0,9,0,"Ditman, Stephen M"
ACCY,201,23,16,2,0,3,2,"Ditman, Stephen M"
ACCY,202,10,14,5,0,0,1,"Rallo, Tyler M"
ACCY,202,12,10,2,1,2,0,"Stieren, Brandon K"
ACCY,202,11,13,2,0,1,1,"Stieren, Brandon K"
ACCY,202,10,11,1,1,1,1,"Shannon, Ryan P"
ACCY,202,12,11,4,1,1,0,"Wojnarowski, Michelle L"
ACCY,202,7,16,5,0,0,0,"Wojnarowski, Michelle L"
ACCY,202,15,12,1,0,0,0,"Rallo, Tyler M"
ACCY,202,9,17,3,0,1,0,"Shannon, Ryan P"
ACCY,202,11,14,3,0,1,0,"Grembowski, Tessa V"
ACCY,202,10,15,1,0,2,0,"Grembowski, Tessa V"
ACCY,202,4,22,2,2,0,0,"Harris, Matthew C"
ACCY,202,9,16,3,0,1,0,"Shanahan, Michael J"
ACCY,202,7,17,4,0,0,0,"Cantieri, Kristen E"
ACCY,202,10,12,6,0,1,0,"Cantieri, Kristen E"
ACCY,202,7,15,3,1,1,0,"Harris, Matthew C"
ACCY,202,4,21,2,1,1,0,"Shanahan, Michael J"
ACCY,301,9,9,3,0,0,0,"Davis, Gregory L"
ACCY,301,15,12,2,1,0,0,"Davis, Gregory L"
ACCY,301,11,16,3,0,0,0,"Davis, Gregory L"
ACCY,301,11,14,3,0,1,0,"Winn, Amanda M"
ACCY,301,14,13,3,0,0,0,"Winn, Amanda M"
ACCY,301,7,18,0,0,0,1,"Finnegan, Thomas"
ACCY,302,10,14,1,0,0,1,"Fanning, Kirsten B"
ACCY,302,9,15,1,0,0,0,"Fanning, Kirsten B"
ACCY,302,12,15,2,1,0,0,"Finnegan, Thomas"
ACCY,302,11,15,1,0,0,0,"Finnegan, Thomas"
ACCY,302,9,14,5,0,0,0,"Fanning, Kirsten B"
ACCY,302,9,12,1,1,0,0,"Chatterton, Angel"
ACCY,303,17,5,6,1,0,0,"Li, Yue"
ACCY,303,12,13,2,1,1,0,"Zhu, Wei"
ACCY,303,14,8,4,0,0,1,"Li, Yue"
ACCY,303,9,6,3,3,0,0,"Zhu, Wei"
ACCY,303,21,8,2,0,1,0,"Schwartz, Rachel"
ACCY,303,19,6,5,0,0,0,"Schwartz, Rachel"
ACCY,303,13,11,5,1,1,0,"Schwartz, Rachel"
ACCY,303,13,13,4,0,0,0,"Li, Wei"
ACCY,304,17,14,5,1,0,0,"Williamson, Michael"
ACCY,304,19,15,3,0,0,0,"Wu, Martin G"
ACCY,304,24,7,1,0,2,0,"Fan, Qintao"
ACCY,304,21,13,3,1,0,0,"Vance, Thomas W"
ACCY,304,24,11,2,0,0,0,"Vance, Thomas W"
ACCY,304,13,12,8,2,0,0,"Vance, Thomas W"
ACCY,312,7,22,1,0,0,0,"Henderson, Belinda C"
ACCY,312,14,14,1,0,1,2,"Henderson, Belinda C"
ACCY,312,16,12,1,0,0,0,"Chorvat, Elizabeth A"
ACCY,312,14,13,3,3,0,0,"Henderson, Belinda C"
ACCY,312,18,13,1,0,0,0,"Chorvat, Elizabeth A"
ACCY,398,140,1,0,0,0,0,"Nekrasz, Frank"
ACCY,405,13,16,2,1,0,0,"Hillison, Sean M"
ACCY,405,17,19,2,0,0,0,"Peecher, Mark E"
ACCY,410,16,10,5,1,0,0,"Kustanovich, Michael"
ACCY,410,22,7,0,3,0,1,"Kustanovich, Michael"
ACCY,410,14,12,2,1,0,1,"Kustanovich, Michael"
ACCY,410,10,9,2,0,1,0,"Urcan, Oktay"
ACCY,410,17,13,0,0,0,1,"Urcan, Oktay"
ACCY,410,12,20,2,0,0,0,"Urcan, Oktay"
ACCY,415,20,10,4,1,0,0,"Pesch, Heather L"
ACCY,415,17,12,2,1,0,0,"Pesch, Heather L"
ACCY,415,14,15,0,2,0,1,"Pesch, Heather L"
ACCY,451,15,14,6,0,0,0,"Bodtke, James E"
ACCY,451,14,16,1,1,0,0,"Cox, Sharon P"
ACCY,451,10,20,6,0,0,0,"Cox, Sharon P"
ACCY,510,21,17,4,0,0,0,"Steward, Cynthia G"
ACCY,510,31,11,0,0,0,0,"Steward, Cynthia G"
ACCY,510,20,22,1,0,0,0,"Hepp, John"
ACCY,510,18,24,0,0,0,0,"Hepp, John"
ACCY,512,28,9,0,0,0,0,"Chandler, John S"
ACCY,512,26,7,1,1,0,0,"Chandler, John S"
ACCY,515,20,7,0,0,0,0,"Majors, Tracie M"
ACCY,515,12,11,0,0,0,0,"Majors, Tracie M"
ACCY,517,12,22,0,0,0,0,"Ibrahim, Adel Nematallah"
ACCY,517,23,12,0,0,0,0,"Zhang, Li"
ACCY,517,22,16,0,0,0,0,"Zhang, Li"
ACCY,517,24,11,0,0,0,0,"Zhang, Li"
ACCY,517,17,15,0,0,0,0,"Ibrahim, Adel Nematallah"
ACCY,517,37,1,0,0,0,0,"Elliott, W B"
ACCY,517,32,3,0,0,0,0,"Jackson, Kevin"
ACCY,517,19,14,2,0,0,0,"Ibrahim, Adel Nematallah"
ACCY,517,26,7,1,0,0,0,"Jackson, Kevin"
ACCY,552,11,10,0,0,0,0,"Sternburg, Thomas"
ACCY,555,12,11,0,0,0,0,"Bergmann, Gregory A"
ACCY,557,18,5,0,0,0,0,"Kalish, Kent J"
ACCY,557,16,7,0,0,0,0,"McAlpine, William C"
ACCY,561,16,7,0,0,0,0,"Davis, Jon S"
ACCY,593,9,29,0,0,0,0,"Ahmed, Waqar"
ACCY,593,17,14,0,0,0,0,"Ahmed, Waqar"
ACCY,593,17,15,0,0,0,0,"Ahmed, Waqar"
ACE,100,9,5,3,3,1,0,"Gundersen, Lisa C"
ACE,161,17,6,1,0,0,0,"Rogalla, Valerie"
ACE,161,18,6,0,1,0,0,"Lo, Alexander C"
ACE,161,15,7,0,2,0,0,"Rogalla, Valerie"
ACE,161,16,6,2,1,0,0,"Lo, Alexander C"
ACE,161,21,4,0,0,0,0,"Lo, Alexander C"
ACE,161,19,4,1,0,0,0,"Lo, Alexander C"
ACE,161,17,8,0,0,0,0,"Lo, Alexander C"
ACE,161,16,7,0,1,0,0,"Rogalla, Valerie"
ACE,161,20,4,0,0,0,0,"Lo, Alexander C"
ACE,161,17,3,1,0,1,0,"Rogalla, Valerie"
ACE,161,11,10,2,1,0,0,"Rogalla, Valerie"
ACE,161,10,14,0,0,0,0,"Rogalla, Valerie"
ACE,231,99,75,8,0,1,0,"Stoddard, Paul B"
ACE,232,23,40,13,1,0,0,"Stoddard, Paul B"
