CRS SUBJ CD,CRS NBR,A,B,C,D,F,W,Primary Instructor
AAS,100,13,5,5,1,0,0,"Paik, Angela N"
AAS,100,10,12,2,1,0,0,"Kang, Yoonjung"
AAS,100,20,7,2,2,0,0,"Paik, Angela N"
AAS,100,10,8,3,2,0,1,"Paik, Angela N"
AAS,215,13,9,2,0,1,0,"Cacho, Lisa M"
AAS,258,17,1,2,0,1,0,"Rana, Junaid"
ABE,141,44,5,1,0,0,1,"Bhalerao, Kaustubh"
ABE,225,11,17,1,0,1,0,"Zhang, Yuanhui"
ABE,226,17,8,4,0,2,0,"Singh, Vijay"
ABE,425,26,4,1,0,0,0,"Grift, Tony E"
ABE,469,40,6,0,0,0,0,"Zahos, Stephen C"
ABE,598,21,4,0,0,0,1,"Chowdhary, Girish"
ACCY,200,50,43,19,5,2,1,"Silhan, Peter A"
ACCY,200,30,5,0,0,0,0,"Zhang, Li"
ACCY,201,20,11,7,0,4,0,"Sylvestri, Ross J"
ACCY,201,23,16,1,4,1,0,"Sylvestri, Ross J"
ACCY,201,26,10,6,1,1,0,"Leman, Grant W"
ACCY,201,14,17,7,4,0,0,"Hennessy, Thomas J"
ACCY,201,16,12,8,6,3,1,"Hennessy, Thomas J"
ACCY,201,35,9,1,2,0,0,"Leman, Grant W"
ACCY,202,9,12,6,1,0,0,"Wu, Tony Y"
ACCY,202,9,15,4,0,0,1,"Wu, Tony Y"
ACCY,202,10,15,3,1,0,0,"McDermott, John P"
ACCY,202,11,11,6,1,0,1,"Christiansen, Ryan S"
ACCY,202,9,12,4,1,0,2,"Ye, Yina"
ACCY,202,16,12,5,0,0,0,"McDermott, John P"
ACCY,202,9,15,6,1,0,0,"Ye, Yina"
ACCY,202,9,13,3,3,1,0,"Christiansen, Ryan S"
ACCY,202,8,12,9,0,0,0,"Arends, Alyssa M"
ACCY,202,4,17,6,0,1,1,"Ducker, Merik R"
ACCY,202,11,15,4,2,0,0,"Balkan, Alexander C"
ACCY,202,10,14,3,0,0,0,"Balkan, Alexander C"
ACCY,202,8,14,6,0,0,0,"Arends, Alyssa M"
ACCY,202,8,13,8,1,0,0,"Ducker, Merik R"
ACCY,301,9,9,2,1,2,0,"Davis, Gregory L"
ACCY,301,22,9,2,2,0,0,"Davis, Gregory L"
ACCY,301,16,8,4,1,0,0,"Davis, Gregory L"
ACCY,301,19,7,4,1,1,0,"Mendoza, Kimberly"
ACCY,301,19,6,6,0,0,0,"Mendoza, Kimberly"
ACCY,301,14,16,2,0,0,0,"Mendoza, Kimberly"
ACCY,302,8,15,2,0,0,0,"Fanning, Kirsten B"
ACCY,302,11,8,2,1,0,0,"Fanning, Kirsten B"
