CRS SUBJ CD,CRS NBR,A,B,C,D,F,W,Primary Instructor
AAS,100,23,4,1,2,0,0,"Boonsripaisal, Simon"
AAS,100,21,4,1,0,3,0,"Boonsripaisal, Simon"
AAS,100,21,4,1,1,1,0,"Guruparan, Akil"
AAS,100,19,6,0,0,1,0,"Guruparan, Akil"
AAS,100,14,6,1,0,2,0,"Kang, Yoonjung"
AAS,100,17,9,0,1,0,0,"Kang, Yoonjung"
AAS,100,22,3,1,0,1,0,"Wang, Yu"
AAS,100,23,3,2,0,1,0,"Wang, Yu"
AAS,100,23,1,4,1,0,0,"Horton, Christina M"
AAS,100,22,2,4,0,0,0,"Horton, Christina M"
AAS,215,15,10,2,3,1,0,"Tabares, Leland"
AAS,246,34,0,0,0,1,0,"Kwon, Soo Ah"
AAS,258,21,1,1,2,0,0,"Rana, Junaid"
ABE,225,11,11,3,1,0,0,"Zhang, Yuanhui"
ABE,226,10,9,1,2,1,0,"Singh, Vijay"
ABE,425,37,1,0,0,0,0,"Grift, Tony E"
ABE,457,20,7,2,0,0,0,"Bhattarai, Rabin"
ABE,469,24,4,0,0,0,0,"Witmer, Ann-Perry"
ACCY,200,128,100,75,18,4,0,"Silhan, Peter A"
ACCY,200,33,3,0,0,0,0,"Zhang, Li"
ACCY,201,57,48,39,35,14,0,"Fisher, Mitchell B"
ACCY,201,45,44,46,42,13,0,"Fisher, Mitchell B"
ACCY,201,24,10,2,1,1,0,"Fisher, Mitchell B"
ACCY,202,69,148,47,5,0,0,"Shapland, Julia P"
ACCY,202,52,76,35,5,0,0,"Shapland, Julia P"
ACCY,202,25,13,1,0,0,0,"Shapland, Julia P"
ACCY,301,13,15,5,1,0,0,"Davis, Gregory L"
ACCY,301,13,7,1,1,0,0,"Davis, Gregory L"
ACCY,301,15,9,0,0,0,0,"Davis, Gregory L"
ACCY,301,19,8,5,1,1,0,"Anderson, Spencer B"
ACCY,301,21,11,1,0,1,0,"Anderson, Spencer B"
ACCY,301,15,12,3,1,0,0,"Anderson, Spencer B"
ACCY,302,27,10,1,0,1,0,"Sani, Jalal"
ACCY,302,27,8,1,0,1,0,"Sani, Jalal"
ACCY,302,30,6,1,1,0,0,"Curtis, Susan M"
ACCY,302,22,13,2,1,0,0,"Curtis, Susan M"
ACCY,302,26,9,4,0,0,0,"Sani, Jalal"
ACCY,303,24,14,3,0,0,0,"Mendoza, Scott A"
ACCY,303,19,13,3,1,0,0,"Schwartz, Rachel"
ACCY,303,14,15,8,2,0,0,"Mendoza, Scott A"
ACCY,303,26,7,6,2,0,0,"Mendoza, Scott A"
ACCY,303,23,11,6,0,0,0,"Schwartz, Rachel"
ACCY,303,19,13,2,4,0,0,"Schwartz, Rachel"
ACCY,304,13,22,2,0,0,0,"Kink, Dawn M"
ACCY,304,17,16,4,0,0,0,"Kink, Dawn M"
ACCY,304,24,10,2,0,0,0,"Wu, Martin G"
ACCY,304,11,21,1,0,0,0,"Wu, Martin G"
