CRS SUBJ CD,CRS NBR,A,B,C,D,F,W,Primary Instructor
AAS,100,18,11,1,0,0,0,"Zheng, Reanne"
AAS,100,15,9,2,0,1,0,"Atienza, Paul Michael L"
AAS,100,12,8,5,1,1,0,"Wang, Yu"
AAS,100,19,7,0,0,0,0,"Zheng, Reanne"
AAS,100,17,9,2,0,0,0,"Atienza, Paul Michael L"
AAS,100,16,4,3,0,3,0,"Wang, Yu"
AAS,100,17,7,0,0,3,0,"Gonzalez, Daniel A"
AAS,100,17,6,3,0,0,0,"Gonzalez, Daniel A"
AAS,100,20,4,2,0,0,0,"Rosado-Torres, Alexander"
AAS,100,19,6,1,0,0,0,"Rosado-Torres, Alexander"
AAS,120,22,3,5,1,0,0,"Park, Doo Jae"
AAS,200,21,7,2,2,0,0,"Park, Doo Jae"
ABE,100,20,8,2,0,1,0,"Bhattarai, Rabin"
ABE,224,16,5,1,0,0,1,"Kalita, Prasanta K"
ABE,232,28,5,1,0,0,2,"Witmer, Ann-Perry"
ABE,430,101,30,11,0,1,0,"Davidson, Paul C"
ABE,436,14,14,3,0,0,0,"Wang, Xinlei"
ABE,488,8,18,4,1,0,0,"Singh, Vijay"
ABE,501,20,2,0,0,0,0,"Zhang, Yuanhui"
ACCY,200,90,38,4,0,1,0,"Zhang, Li"
ACCY,200,114,91,38,12,1,2,"Silhan, Peter A"
ACCY,201,69,63,55,28,11,5,"Fisher, Mitchell B"
ACCY,201,48,54,59,25,9,8,"Fisher, Mitchell B"
ACCY,201,21,11,4,0,0,0,"Fisher, Mitchell B"
ACCY,202,81,111,37,0,3,0,"Shapland, Julia P"
ACCY,202,26,7,0,0,0,0,"Shapland, Julia P"
ACCY,301,16,8,6,1,0,0,"Johnson, Jennifer A"
ACCY,301,13,11,1,1,1,1,"Alt, Amanda J"
ACCY,301,16,11,6,0,0,0,"Johnson, Jennifer A"
ACCY,301,10,10,4,1,1,0,"Sougiannis, Theodore"
ACCY,302,14,16,2,0,0,0,"Samet, Jordan A"
ACCY,302,6,12,2,1,0,0,"Samet, Jordan A"
ACCY,302,21,8,0,1,0,1,"Curtis, Susan M"
ACCY,302,21,12,0,0,1,0,"Curtis, Susan M"
ACCY,302,16,15,0,0,0,0,"Wu, Martin G"
ACCY,303,19,5,2,2,1,0,"Godsell, David"
ACCY,303,20,3,3,3,0,0,"Godsell, David"
ACCY,303,15,9,3,2,0,0,"Pachera, Susan"
ACCY,303,20,4,1,1,2,0,"Pachera, Susan"
ACCY,303,15,7,4,0,1,0,"Pachera, Susan"
ACCY,303,21,3,1,2,2,0,"Hamm, Brian K"
ACCY,304,25,6,2,1,1,0,"Hayne, Christie"
ACCY,304,16,15,4,0,1,0,"Hayne, Christie"
ACCY,304,14,21,0,0,0,0,"Williamson, Michael"
ACCY,304,16,19,0,0,0,1,"Williamson, Michael"
ACCY,304,18,15,1,1,1,0,"Williamson, Michael"
ACCY,312,15,8,3,0,0,1,"Holder, Daniel E"
ACCY,312,20,9,3,0,0,0,"Penn, Michael W"
ACCY,312,11,17,2,0,0,0,"Vuong, Anh"
ACCY,312,16,6,0,1,3,2,"Penn, Michael W"
ACCY,312,17,14,1,0,0,0,"Vuong, Anh"
ACCY,398,23,1,0,0,1,0,"Hutchens, Matthew"
ACCY,405,10,23,1,0,0,0,"Kink, Dawn M"
ACCY,405,15,16,2,0,0,0,"Kink, Dawn M"
ACCY,405,21,12,2,1,0,0,"Lullo, Michael J"
ACCY,405,10,23,1,0,0,0,"Thompson, Anne M"
ACCY,405,10,21,4,0,0,0,"Thompson, Anne M"
ACCY,405,5,21,4,1,0,1,"Lullo, Michael J"
ACCY,410,18,12,2,0,0,1,"Kustanovich, Michael"
ACCY,410,24,6,1,2,0,1,"Kustanovich, Michael"
ACCY,410,22,11,0,0,0,0,"Ibrahim, Adel Nematallah"
ACCY,410,13,16,0,0,0,0,"Ibrahim, Adel Nematallah"
ACCY,410,9,9,4,1,2,0,"Kustanovich, Michael"
ACCY,451,11,21,0,0,0,0,"Davis, Jon S"
ACCY,451,21,5,6,0,0,0,"Holder, Charles B"
ACCY,451,15,8,11,0,0,0,"Holder, Charles B"
ACCY,451,7,12,2,0,0,0,"Davis, Jon S"
ACCY,451,12,11,3,0,0,0,"Davis, Jon S"
ACCY,500,24,16,4,0,0,0,"Augusto Sampaio, Gerlando"
ACCY,500,847,337,26,2,2,6,"Urcan, Oktay"
ACCY,500,19,18,0,0,0,0,"Augusto Sampaio, Gerlando"
ACCY,501,84,43,7,7,4,2,"Augusto Sampaio, Gerlando"
ACCY,501,109,21,1,0,3,1,"Augusto Sampaio, Gerlando"
ACCY,502,31,2,0,0,0,0,"Schwartz, Rachel"
ACCY,502,29,4,0,0,0,0,"Schwartz, Rachel"
ACCY,502,37,28,1,0,0,0,"Mendoza, Scott A"
ACCY,502,31,28,6,0,1,0,"Mendoza, Scott A"
ACCY,502,21,8,0,0,0,0,"Schwartz, Rachel"
ACCY,503,21,3,2,1,0,0,"Augusto Sampaio, Gerlando"
ACCY,503,21,4,0,3,0,0,"Augusto Sampaio, Gerlando"
ACCY,504,29,3,1,0,0,0,"Chatterton, Angel"
ACCY,504,30,2,0,0,0,0,"Chatterton, Angel"
ACCY,504,119,111,2,1,0,0,"Peecher, Mark E"
ACCY,504,118,112,0,0,0,0,"Peecher, Mark E"
ACCY,504,29,4,0,0,0,0,"Chatterton, Angel"
ACCY,505,17,16,0,0,0,0,"Alt, Amanda J"
ACCY,505,19,13,0,0,0,0,"Alt, Amanda J"
ACCY,505,27,13,1,1,0,0,"Hutchens, Matthew"
ACCY,505,22,14,1,1,0,0,"Hutchens, Matthew"
ACCY,505,144,65,7,0,6,1,"Hutchens, Matthew"
ACCY,505,142,59,10,0,2,1,"Hutchens, Matthew"
ACCY,505,12,12,1,0,0,0,"Alt, Amanda J"
ACCY,506,36,22,7,2,0,0,"Kustanovich, Michael"
ACCY,510,18,16,0,0,0,0,"Steward, Cynthia G"
ACCY,510,24,8,1,0,0,0,"Steward, Cynthia G"
ACCY,510,22,11,2,0,0,0,"Steward, Cynthia G"
ACCY,515,15,24,1,0,0,0,"Zhou, Yuepin"
ACCY,515,17,19,0,0,0,0,"Zhou, Yuepin"
ACCY,515,13,19,0,0,0,1,"Zhou, Yuepin"
ACCY,517,24,2,0,0,0,0,"Hamm, Brian K"
ACCY,517,29,1,0,0,0,0,"Hamm, Brian K"
ACCY,551,12,10,0,0,0,0,"Sternburg, Thomas"
ACCY,556,19,9,0,0,0,0,"Holder, Daniel E"
ACCY,556,18,7,2,0,0,0,"Holder, Daniel E"
ACCY,569,55,9,4,1,7,0,"Guymon, Ronald N"
ACCY,570,40,11,0,0,0,0,"Anand, Vic"
ACCY,570,39,7,0,0,0,0,"Anand, Vic"
ACCY,570,31,2,0,0,0,0,"Herbold, T J"
ACCY,570,43,5,0,0,0,0,"Anand, Vic"
ACCY,578,41,1,0,0,1,0,"Lu, Zhenzhong L"
ACCY,578,33,1,1,0,0,0,"Nekrasz, Frank"
ACCY,593,85,15,2,0,0,0,"Hamm, Brian K"
ACE,100,19,13,1,0,0,1,"Hadunka, Protensia"
ACE,100,23,6,1,2,0,0,"Hadunka, Protensia"
ACE,100,14,13,1,1,2,0,"Hadunka, Protensia"
ACE,100,14,11,5,0,1,0,"Cai, Chang"
ACE,100,21,9,3,0,0,0,"Cai, Chang"
ACE,100,15,9,6,2,1,0,"Cai, Chang"
ACE,161,19,8,3,0,0,0,"Burnett, Meghan L"
ACE,161,34,10,9,1,2,1,"Burnett, Meghan L"
ACE,161,29,8,5,0,5,0,"Lo, Alexander C"
ACE,161,14,6,3,0,2,0,"Lo, Alexander C"
ACE,199,26,8,2,2,0,0,"Lo, Alexander C"
ACE,199,96,14,4,0,5,1,"Stoddard, Paul B"
ACE,199,39,2,0,1,0,0,"Irani, Kaizad R"
ACE,203,25,20,0,0,0,0,"Coppess, Jonathan W"
ACE,210,66,42,24,0,0,2,"Christensen, Peter"
ACE,222,83,22,6,4,4,0,"Stoddard, Paul B"
ACE,240,36,38,22,9,4,1,"Stoddard, Paul B"
ACE,240,234,43,18,4,16,1,"Lemoine, Craig"
ACE,240,135,22,5,5,6,1,"Lemoine, Craig"
ACE,251,188,72,20,8,9,0,"Michelson, Hope C"
ACE,261,11,6,6,0,0,0,"Gundersen, Lisa C"
ACE,262,65,34,12,11,10,0,"Sellars, Sarah C"
ACE,264,22,29,14,0,3,2,"Janzen, Joseph P"
ACE,300,21,38,39,11,2,0,"Endres, Renata"
ACE,310,19,8,9,5,3,0,"Endres, Renata"
ACE,341,49,14,5,1,2,0,"Karplus, Lauren E"
ACE,341,57,10,1,2,0,0,"Helton, Caroline A"
ACE,341,48,11,6,4,1,0,"Allen, Sharon C"
ACE,341,40,4,4,0,0,0,"Finnegan, Ann B"
ACE,345,88,36,6,5,2,0,"Paulson, Nicholas D"
ACE,346,64,20,14,3,0,1,"Breen, John"
ACE,398,22,23,6,0,9,0,"Sanchez, Donovan"
ACE,406,22,18,9,4,3,0,"Endres, A B"
ACE,411,27,11,4,1,2,1,"Janzen, Sarah A"
ACE,427,21,15,17,7,0,0,"Irwin, Scott H"
ACE,428,7,9,9,1,1,0,"Robe, Michel A"
ACE,435,113,14,2,0,3,0,"Irani, Kaizad R"
ACE,444,28,12,6,4,3,1,"Lemoine, Craig"
ACE,445,48,40,15,1,7,0,"Lemoine, Craig"
ACE,455,25,19,14,0,1,1,"Ridley, William C"
ACE,474,5,7,10,4,2,0,"Lyons, Angela C"
ACE,476,9,10,10,2,1,0,"Lyons, Angela C"
ACES,101,20,2,0,0,0,0,"Gist, Toni M"
ACES,101,21,1,1,0,1,0,"Shumway, Trent A"
ACES,101,24,2,1,1,0,0,"Karplus, Lauren E"
ACES,101,24,1,1,0,1,0,"Larson, Eric"
ACES,101,25,3,1,0,0,0,"Breen, John"
ACES,101,23,0,1,0,0,0,"Miller, Carli J"
ACES,101,17,2,3,0,0,0,"Jones-Hamlow, Katelyn A"
ACES,101,15,3,3,2,0,0,"Schneider, Alicia M"
ACES,101,22,0,1,0,0,0,"Emmert, Jason L"
ACES,101,14,3,3,1,0,0,"Schneider, Alicia M"
ACES,101,21,5,1,2,0,0,"Shumway, Trent A"
ACES,101,13,8,0,3,0,0,"Honegger, Logan J"
ACES,179,14,11,7,1,2,1,"Reid, Debra A"
ACES,179,14,5,4,2,3,1,"Reid, Debra A"
ADV,150,50,2,0,0,2,0,"Hall, Steven R"
ADV,150,244,17,2,2,16,0,"Hall, Steven R"
ADV,270,43,14,7,4,5,0,"Clifton, Dionne J"
ADV,281,7,13,6,1,0,0,"Vargas, Patrick T"
ADV,281,6,11,6,4,1,0,"Vargas, Patrick T"
ADV,283,25,4,0,0,1,0,"Mabry-Flynn, Amanda D"
ADV,283,25,4,0,0,0,0,"Fisher, Jacob T"
ADV,283,22,7,0,0,0,0,"Hitchon, Jacqueline C"
ADV,283,25,4,1,0,0,0,"Hitchon, Jacqueline C"
