CRS SUBJ CD,CRS NBR,A,B,C,D,F,W,Primary Instructor
AAS,100,28,1,1,0,0,0,"Chung, Ga Young"
AAS,100,20,6,2,0,0,0,"Chung, Ga Young"
AAS,100,16,5,1,0,0,0,"Lee, Jean Y"
AAS,100,22,4,2,1,0,0,"Lee, Jean Y"
AAS,100,24,4,2,1,1,0,"Atienza, Paul Michael L"
AAS,100,20,5,4,0,0,0,"Atienza, Paul Michael L"
AAS,246,31,1,0,0,0,0,"Kwon, Soo Ah"
AAS,258,27,1,0,0,0,1,"Rana, Junaid"
ABE,100,30,11,1,0,0,0,"Green, Angela R"
ABE,223,31,9,0,0,0,0,"Grift, Tony E"
ABE,224,43,5,0,0,1,0,"Bhattarai, Rabin"
ABE,430,111,1,0,0,1,0,"Davidson, Paul C"
ABE,466,17,9,2,0,0,0,"Hansen, Alan C"
ABE,488,24,5,0,0,0,0,"Singh, Vijay"
ACCY,200,154,111,41,9,1,0,"Silhan, Peter A"
ACCY,201,20,10,8,3,1,0,"Chen, Monica S"
ACCY,201,4,6,8,3,4,0,"Chen, Monica S"
ACCY,201,13,7,6,1,1,0,"Coady, Jennifer J"
ACCY,201,11,6,6,2,2,0,"Gebhardt, Abbey L"
ACCY,201,11,12,3,2,0,1,"Jones, Brock A"
ACCY,201,12,9,5,4,1,0,"Coady, Jennifer J"
ACCY,201,23,10,5,3,1,0,"Gebhardt, Abbey L"
ACCY,201,23,10,5,2,4,0,"Jones, Brock A"
ACCY,201,19,6,5,6,3,0,"Pietura, Magdalena"
ACCY,201,19,8,4,4,5,1,"Zhu, Xiaoxiao"
ACCY,201,21,10,8,1,1,1,"Silver, Paige R"
ACCY,201,21,10,4,3,2,0,"Valentine, Courtney M"
ACCY,201,12,4,4,2,4,0,"Pietura, Magdalena"
ACCY,201,16,17,7,1,0,0,"Silver, Paige R"
ACCY,201,15,16,6,1,3,1,"Waddock, Madeleine K"
ACCY,201,17,7,9,2,2,0,"Zhu, Xiaoxiao"
ACCY,201,18,12,6,2,2,0,"Valentine, Courtney M"
ACCY,201,26,8,4,3,1,1,"Waddock, Madeleine K"
ACCY,202,11,15,6,1,0,1,"Agapito, Christina N"
ACCY,202,16,19,11,0,0,0,"Agapito, Christina N"
ACCY,202,17,15,11,1,0,0,"Schraiber, Rebecca L"
ACCY,202,13,25,5,0,0,0,"Schraiber, Rebecca L"
ACCY,202,17,17,11,0,1,1,"Shen, Haoqing"
ACCY,202,17,15,10,1,0,2,"Shen, Haoqing"
ACCY,301,9,12,4,0,0,0,"Anderson, Spencer B"
ACCY,301,14,10,1,0,0,0,"Anderson, Spencer B"
ACCY,301,10,12,2,1,0,0,"Anderson, Spencer B"
ACCY,301,12,7,5,1,0,0,"Wang, Zhiguang"
ACCY,301,6,14,1,0,0,0,"Wang, Zhiguang"
ACCY,301,10,12,4,0,0,0,"Sougiannis, Theodore"
ACCY,301,12,13,0,0,0,0,"He, Shuoyuan"
ACCY,301,14,8,0,1,0,0,"Wang, Zhiguang"
ACCY,301,11,13,0,0,0,1,"He, Shuoyuan"
ACCY,302,12,20,2,0,0,0,"Finnegan, Thomas"
ACCY,302,15,18,0,0,0,0,"Finnegan, Thomas"
ACCY,302,14,17,1,0,0,0,"Wu, Martin G"
ACCY,302,11,22,1,0,0,0,"Finnegan, Thomas"
ACCY,302,14,18,1,0,0,0,"Chen, Xiaoling"
ACCY,302,12,20,2,0,0,0,"Chen, Xiaoling"
ACCY,302,17,15,3,0,0,0,"Wu, Martin G"
ACCY,303,14,14,2,1,0,1,"Li, Wei"
ACCY,303,22,10,1,2,1,1,"Li, Wei"
ACCY,303,24,11,1,1,0,0,"Brown, Timothy J"
ACCY,303,17,17,2,1,0,0,"Brown, Timothy J"
ACCY,303,21,11,1,4,0,0,"Li, Wei"
ACCY,303,12,21,2,1,0,0,"Brown, Timothy J"
ACCY,304,9,9,3,3,1,0,"Koo, Seung Hyun"
ACCY,304,18,12,2,1,0,0,"Koo, Seung Hyun"
ACCY,304,19,12,1,0,0,0,"Koo, Seung Hyun"
ACCY,304,13,15,3,0,1,0,"Wang, Wei"
ACCY,304,13,17,4,0,0,0,"Wang, Wei"
ACCY,304,18,10,4,1,0,0,"Wang, Wei"
ACCY,312,10,17,4,2,0,1,"Bauer, Andrew M"
ACCY,312,13,17,3,0,0,1,"Bauer, Andrew M"
ACCY,312,19,16,0,0,0,1,"Bauer, Andrew M"
ACCY,312,16,12,2,1,1,1,"Donohoe, Michael P"
ACCY,312,25,9,2,2,0,0,"Donohoe, Michael P"
ACCY,312,23,12,0,0,1,0,"Donohoe, Michael P"
ACCY,405,10,27,2,0,0,0,"Bauer, Timothy D"
ACCY,405,16,20,2,0,0,0,"Bauer, Timothy D"
ACCY,405,12,23,2,0,0,1,"Bauer, Timothy D"
ACCY,410,11,17,3,1,0,1,"Steward, Cynthia G"
ACCY,410,16,16,3,0,0,0,"Steward, Cynthia G"
ACCY,410,22,13,0,0,0,2,"Kustanovich, Michael"
ACCY,410,21,14,3,0,0,0,"Kustanovich, Michael"
ACCY,410,14,16,5,0,2,1,"Kustanovich, Michael"
ACCY,415,23,16,1,0,0,0,"Ciconte, William"
ACCY,415,9,24,5,0,1,0,"Ciconte, William"
ACCY,415,13,23,1,0,0,0,"Ciconte, William"
ACCY,451,14,23,0,0,0,0,"Bodtke, James E"
ACCY,451,15,21,1,0,0,0,"Bodtke, James E"
ACCY,451,7,17,5,0,0,0,"Bodtke, James E"
ACCY,500,23,29,7,1,0,0,"Zhang, Li"
ACCY,500,142,60,4,0,0,1,"Urcan, Oktay"
ACCY,500,25,14,0,1,0,0,"Zhang, Li"
ACCY,500,29,9,3,0,0,0,"Davis, Gregory L"
ACCY,500,13,5,1,0,6,2,"Urcan, Oktay"
ACCY,502,24,14,0,1,0,0,"Schwartz, Rachel"
ACCY,502,25,9,3,0,0,0,"Schwartz, Rachel"
ACCY,502,22,13,5,1,0,0,"Schwartz, Rachel"
ACCY,503,36,1,0,0,0,0,"Sandretto, Michael J"
ACCY,503,37,1,0,0,0,0,"Sandretto, Michael J"
ACCY,503,113,98,1,0,0,2,"Hecht, Gary W"
ACCY,503,15,10,0,0,0,2,"Hecht, Gary W"
