CRS SUBJ CD,CRS NBR,A,B,C,D,F,W,Primary Instructor
AAS,100,20,4,0,1,0,0,"Peralta, Christine N"
AAS,100,19,7,1,0,1,1,"Lee, Sang S"
AAS,215,9,11,6,3,0,0,"Cacho, Lisa M"
ABE,100,27,11,2,0,0,0,"Green, Angela R"
ABE,199,20,1,0,0,0,0,"Kalita, Prasanta K"
ABE,223,39,17,5,2,0,0,"Grift, Tony E"
ABE,224,49,4,3,0,3,0,"Kalita, Prasanta K"
ABE,430,128,3,0,0,1,0,"Davidson, Paul C"
ABE,466,24,4,2,0,1,0,"Hansen, Alan C"
ABE,488,20,7,2,0,0,0,"Singh, Vijay"
ACCY,200,151,106,53,11,0,0,"Silhan, Peter A"
ACCY,201,22,3,4,1,0,0,"Harris, Matthew C"
ACCY,201,10,12,6,0,1,1,"Harris, Matthew C"
ACCY,201,15,10,5,1,1,0,"Cantieri, Kristen E"
ACCY,201,11,8,8,0,3,0,"Dieckman, Carissa M"
ACCY,201,15,7,6,0,1,0,"Ditman, Stephen M"
ACCY,201,13,12,1,1,0,0,"Cantieri, Kristen E"
ACCY,201,12,14,6,0,1,0,"Dieckman, Carissa M"
ACCY,201,13,12,2,0,1,0,"Ditman, Stephen M"
ACCY,201,9,13,6,1,2,0,"Nagle, Amy E"
ACCY,201,11,12,4,1,3,0,"Schwarzhaupt, Michael C"
ACCY,201,11,6,8,0,0,3,"Rallo, Tyler M"
ACCY,201,10,11,7,0,2,1,"Wojnarowski, Michelle L"
ACCY,201,16,12,3,1,0,0,"Nagle, Amy E"
ACCY,201,9,15,3,0,1,1,"Rallo, Tyler M"
ACCY,201,10,11,4,2,0,1,"Shannon, Ryan P"
ACCY,201,12,11,6,1,1,0,"Schwarzhaupt, Michael C"
ACCY,201,14,15,3,0,2,0,"Shannon, Ryan P"
ACCY,201,10,12,3,1,1,0,"Wojnarowski, Michelle L"
ACCY,202,17,17,6,0,0,0,"Shanahan, Michael J"
ACCY,202,16,12,6,0,3,0,"Grembowski, Tessa V"
ACCY,202,30,8,0,0,0,2,"Grembowski, Tessa V"
ACCY,202,13,18,8,0,0,0,"Stieren, Brandon K"
ACCY,202,18,20,6,1,0,0,"Stieren, Brandon K"
ACCY,301,19,17,2,0,0,0,"Finnegan, Thomas"
ACCY,301,11,27,1,0,0,0,"Finnegan, Thomas"
ACCY,301,5,30,3,0,0,0,"Finnegan, Thomas"
ACCY,301,16,17,1,0,0,0,"Wang, Zhiguang"
ACCY,301,14,20,1,0,0,0,"Wang, Zhiguang"
ACCY,301,11,19,4,0,0,0,"Sougiannis, Theodore"
ACCY,301,11,14,5,0,1,0,"Wang, Zhiguang"
ACCY,301,9,28,2,0,0,0,"Sougiannis, Theodore"
ACCY,302,14,20,3,0,1,0,"Autrey, Romana L"
ACCY,302,18,14,3,0,0,1,"Autrey, Romana L"
ACCY,302,11,18,2,0,0,1,"Garza, Brent A"
ACCY,302,17,18,3,0,0,0,"Autrey, Romana L"
ACCY,302,12,22,1,0,0,1,"Chen, Xiaoling"
ACCY,302,14,24,0,0,0,0,"Chen, Xiaoling"
ACCY,302,11,28,0,0,0,0,"Chen, Xiaoling"
ACCY,303,16,19,2,4,1,1,"Li, Wei"
ACCY,303,27,12,3,1,0,0,"Li, Wei"
ACCY,303,22,17,5,0,0,0,"Brown, Timothy J"
