CRS SUBJ CD,CRS NBR,A,B,C,D,F,W,Primary Instructor
CHEM,332,6,14,5,2,0,3,"Koerner, Michael"
CHLH,101,26,10,11,2,3,1,"Adamson, Brynn C"
CHLH,206,17,12,5,2,2,0,"Rinaldi-Miles, Anna I"
CHLH,210,18,7,3,1,4,0,"Pellum, Danielle M"
CHLH,243,27,10,3,0,4,0,"Shaw, Sheri"
CHLH,274,9,8,8,2,4,1,"Rosenblatt, Karin A"
CLCV,115,14,8,5,1,0,0,"Schroer, Clayton A"
CLCV,115,12,11,2,0,1,0,"Goebel, Clarissa A"
CLCV,115,7,10,7,2,1,0,"Wells, Jessica R"
CMN,336,12,7,4,1,0,1,"Moga, Jillian L"
CMN,336,10,10,2,0,3,0,"Hebert, Mary Grace B"
CMN,336,14,8,2,0,4,0,"Ramey, Mary E"
CS,173,32,25,16,7,1,2,"Evans, Graham C"
CS,411,55,9,1,0,1,0,"Alawini, Abdussalam A"
CS,498,291,22,5,2,6,1,"Hart, John C"
CS,498,18,2,3,3,1,1,"Hart, John C"
DANC,100,63,11,3,3,4,1,"Fox, Kaitlin M"
ECE,205,11,6,5,0,0,0,"Cheng, Zuofu"
ECE,210,11,13,4,0,1,0,"Chen, Yuting W"
ECE,220,10,1,6,5,3,0,"Bhowmik, Ujjal K"
ECE,310,9,10,8,0,0,0,"Radhakrishnan, Chandrasek"
ECE,313,11,21,11,1,2,0,"Alvarez, Juan"
ECE,313,7,20,10,1,1,0,"Alvarez, Juan"
ECE,329,12,6,3,0,0,0,"Kudeki, Erhan"
ECE,329,10,7,6,0,0,0,"Kudeki, Erhan"
ECON,102,85,25,6,7,7,1,"Vazquez, Jose J"
ECON,103,21,34,22,2,5,0,"McDermott, Eric M"
ECON,202,6,9,7,4,1,0,"Schultz, Colleen"
ECON,203,45,23,19,4,9,1,"McDermott, Eric M"
ECON,302,64,38,32,21,11,2,"Buckley, Bryan D"
ECON,303,14,23,13,0,4,2,"McDermott, Eric M"
ECON,415,19,17,11,4,0,2,"Buckley, Bryan D"
ECON,420,36,3,0,0,0,0,"DiIanni, Isaac"
ECON,529,621,82,6,3,41,5,"Esfahani, Hadi S"
ECON,529,104,6,1,0,8,0,"Esfahani, Hadi S"
EIL,460,18,2,0,0,1,0,"Yan, Xun"
ENGL,104,5,8,3,0,5,0,"Slobodnik, Sydney J"
EPS,310,24,6,2,0,0,1,"Moton, Theopolies J"
EPS,405,118,10,6,0,0,0,"Pak, Yoon K"
EPS,413,33,1,0,0,0,0,"Dhillon, Pradeep A"
EPS,415,80,16,0,0,0,1,"Burbules, Nicholas C"
EPS,500,42,3,0,0,1,0,"Lee, Sharon S"
ESE,360,13,8,4,1,3,0,"Tomkin, Jonathan H"
FIN,221,55,36,13,1,5,0,"Dyer, Michael A"
FIN,511,26,17,0,0,0,0,"Peters, Stephen R"
FIN,580,61,5,2,0,0,0,"Yang, Xi"
FSHN,120,25,16,8,1,0,1,"Burkhalter, Toni M"
FSHN,595,38,1,0,0,0,0,"Kundrat, Susan M"
GEOG,101,24,5,1,1,0,0,"Vander Kelen, Amanda L"
GEOL,117,14,6,1,0,1,0,"Pettijohn, Justin C"
HDFS,105,27,7,2,3,3,0,"Theisen, Jaclyn C"
HIST,273,11,5,3,0,2,0,"Rezende Da Silv, Thais"
HRD,411,27,5,0,0,1,0,"Li, Jie"
HRD,472,31,10,3,0,5,0,"Scagnoli, Norma I"
HRD,572,27,0,1,0,0,0,"Cope, William"
IB,150,25,17,6,0,1,0,"Clegg, Benjamin F"
IB,364,22,2,1,0,0,0,"Manaster, Joanne L"
IB,533,21,1,0,0,0,0,"Manaster, Joanne L"
IS,502,29,1,0,0,0,0,"Williams, DeAnza"
IS,504,22,4,0,0,0,0,"Wong, Melissa A"
IS,532,285,1,0,0,0,0,"Ludaescher, Bertram"
IS,590,20,1,0,0,0,0,"Lucht, Karla S"
JOUR,200,31,28,5,1,5,0,"Follis, Jennifer E"
KIN,122,26,5,5,1,5,0,"Richards, Alicia"
LA,314,42,2,5,0,0,0,"Kraszewska, Katherine T"
LAST,170,13,6,3,0,1,0,"Burga Cahuana, Carol M"
LER,542,26,3,0,0,0,0,"Avgar, Ariel C"
LER,545,26,1,1,0,0,0,"Sun, Yuanyuan"
LER,590,18,8,1,0,0,0,"Neuman, Eric J"
LLS,100,10,8,4,1,2,0,"Leon-Boys, Diana"
MACS,356,13,4,0,1,3,0,"Robinson, Jessica L"
MATH,231,12,8,1,2,0,0,"Folwaczny, Lena C"
MATH,231,6,8,4,2,5,1,"Carpenter, Bruce"
MATH,241,10,11,3,0,0,1,"Carpenter, Bruce"
MATH,285,9,8,8,0,1,2,"Carpenter, Bruce"
MATH,347,14,7,5,0,0,1,"Hildebrand, A J"
MATH,415,5,10,5,2,0,0,"Muncaster, Robert G"
MATH,415,14,13,6,1,2,1,"Carpenter, Bruce"
MATH,417,4,6,4,3,4,1,"McCarthy, Randy"
MCB,150,8,17,13,5,4,2,"Mehrtens, Bradley G"
MCB,245,1,10,4,3,5,1,"Swigart, James P"
MCB,252,17,13,8,6,0,0,"Rivier, David H"
MCB,317,9,8,7,1,0,0,"Rivier, David H"
MUS,130,67,7,2,2,1,3,"Magee, Gayle S"
MUS,132,46,8,0,0,4,2,"Eagen, Megan K"
PHIL,102,12,5,3,0,1,1,"Edwards, Adam D"
PHYS,101,16,14,10,1,0,2,"Rosenblatt, Rebecca J"
PHYS,212,15,12,11,7,0,0,"Chamberlain, Robert T"
PHYS,213,23,14,13,3,0,0,"Hassani, Sadri D"
PHYS,214,16,8,5,8,0,0,"Hassani, Sadri D"
PS,100,23,6,2,3,5,0,"Plutowski, Luke A"
PS,224,16,3,1,0,1,0,"Uhall, Michael B"
PS,241,15,9,5,4,2,0,"Diaz Diaz Romer, Gustavo"
PS,280,14,5,3,1,2,0,"Scheirer, Julian T"
PS,305,14,5,3,0,3,0,"Garcia, Luzmarina"
PSYC,100,17,21,1,2,5,1,"Shenouda, Christine K"
PSYC,100,19,17,8,2,4,0,"Shenouda, Christine K"
PSYC,201,15,6,2,3,1,0,"Shenouda, Christine K"
PSYC,201,7,9,3,2,8,1,"Shenouda, Christine K"
PSYC,204,27,8,1,2,0,0,"Dolcos, Sanda M"
PSYC,204,15,8,3,1,1,0,"Dolcos, Sanda M"
PSYC,230,17,4,2,0,0,0,"Lleras Buetti, Simona"
PSYC,230,13,4,5,0,1,0,"Lleras Buetti, Simona"
PSYC,238,13,7,3,3,4,1,"Shenouda, Christine K"
PSYC,245,3,11,7,2,8,0,"Shenouda, Christine K"
REL,110,18,13,3,0,1,0,"Ebel, Jonathan H"
REL,110,8,11,3,0,0,0,"Ebel, Jonathan H"
RST,100,33,14,6,0,0,0,"Morris, Lynn B"
RST,130,14,6,2,0,0,0,"Raycraft, Michael"
RST,199,36,7,1,1,1,0,"Santos, Carla A"
RST,242,22,6,8,5,3,0,"Browning, Matthew"
SBC,509,39,1,0,0,0,1,"Yao, Mike Z"
SHS,577,21,2,0,0,0,0,"Olson, Jaime L"
SOC,100,67,8,7,3,2,0,"Steward, Daniel J"
SOC,101,7,8,2,1,3,0,"Gifford, Heather M"
SOC,161,12,8,4,0,1,0,"Dill, Brian"
SOC,275,12,10,2,2,2,0,"Singh, Ajay"
SOCW,410,21,3,0,0,0,0,"Minarik, Joseph D"
SOCW,410,19,4,0,0,1,0,"Sinha, Gaurav R"
SOCW,410,20,5,0,0,0,0,"Lee, Carol A"
SOCW,502,17,4,0,0,0,0,"Bennett, Kyle M"
SOCW,531,23,1,0,0,0,0,"Maurer, Mary F"
SPAN,101,8,3,1,5,4,0,"Bandin, Yvette A"
SPAN,130,19,1,3,1,0,0,"Nuila, Ennio A"
SPAN,130,10,6,6,2,0,0,"Regoyo, Aritz"
SPAN,141,1,4,10,2,4,0,"Carollo, Brenden C"
STAT,100,27,11,14,1,6,0,"Flanagan, Karle A"
STAT,200,36,21,3,1,5,1,"Fireman, Ellen S"
STAT,400,32,18,4,3,0,2,"Stepanov, Alexey G"
STAT,410,21,14,11,0,1,4,"Stepanov, Alexey G"
STAT,448,24,8,2,0,2,0,"Bravo De Guenni, Lelys"
TAM,335,9,9,4,2,0,1,"Berent, Zachary T"
THEA,101,37,2,0,0,4,0,"Morrissette, Jason W"
THEA,101,11,7,3,3,7,0,"Morrissette, Jason W"
THEA,110,14,3,1,0,3,0,"Prendergast, Ryan M"
